what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.refresh",1361342063046
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1361342063359
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1361342064625
activated,editor,org.eclipse.jst.jsp.ui,1.1.401.v200908111935,"org.eclipse.jst.jsp.core.jspsource.source",1361342066375
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1361342072828
activated,view,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.ui.ServersView",1361342082750
executed,command,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.run",1361342086046
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1361342089453
activated,view,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.ui.ServersView",1361342101093
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1361342111640
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1361342113671
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1361342115468
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1361342120796
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1361342120812
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1361342171406
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1361342264468
activated,editor,org.eclipse.jst.jsp.ui,1.1.401.v200908111935,"org.eclipse.jst.jsp.core.jspsource.source",1361342277359
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1361342343718
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1361342356171
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1361342358453
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1361342363531
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1361342368796
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1361342368812
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1361342429843
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1361342431109
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1361342437234
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1361342454531
activated,editor,org.eclipse.jst.jsp.ui,1.1.401.v200908111935,"org.eclipse.jst.jsp.core.jspsource.source",1361342469906
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1361342471468
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1361342476250
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1361342476500
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1361342476750
executed,command,org.eclipse.ui.ide,3.5.0.I20090525-2000,"org.eclipse.ui.navigate.openResource",1361342477031
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1361342683125
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1361342689656
started,bundle,org.eclipse.xsd,2.5.0.v200906151043,"org.eclipse.xsd",1361342689812
opened,editor,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1361342689843
activated,editor,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1361342690109
executed,command,org.eclipse.ui.ide,3.5.0.I20090525-2000,"org.eclipse.ui.navigate.openResource",1361342690109
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1361342716265
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1361342721078
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1361342724375
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1361342730843
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1361342764234
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.undo",1361342824750
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1361342840125
