what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1361353642387
activated,editor,org.eclipse.jst.jsp.ui,1.1.401.v200908111935,"org.eclipse.jst.jsp.core.jspsource.source",1361353675121
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1361353739621
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1361353888934
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1361353891168
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1361353996293
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1361354001215
activated,view,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.ui.ServersView",1361354001465
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1361354004293
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1361354007293
executed,command,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.run",1361354008262
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1361354011981
activated,view,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.ui.ServersView",1361354027278
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1361354034059
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1361354036168
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1361354036184
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1361354070090
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1361354071825
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1361354074371
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1361354409012
activated,view,org.eclipse.ui.navigator.resources,3.4.0.I20090525-2000,"org.eclipse.ui.navigator.ProjectExplorer",1361354410153
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.refresh",1361354413215
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1361354413512
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1361354415778
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1361354451340
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1361354456700
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1361354458559
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1361354460153
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1361354461559
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1361354468340
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1361354471575
started,bundle,com.powerflasher.fdt.ui.launch,5.5.2.1518,"com.powerflasher.fdt.ui.launch",1361354473778
error,log,,,"An internal error occurred during: ""Compute launch button tooltip"".",1361354473809
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1361354541153
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1361354548621
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1361354550450
