what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.scroll.lineUp",1361787571468
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.scroll.lineUp",1361787571781
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.scroll.lineUp",1361787572265
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.scroll.lineUp",1361787572296
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.scroll.lineUp",1361787572328
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.scroll.lineUp",1361787572375
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.redo",1361787588062
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.redo",1361787588296
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1361787591687
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1361787598531
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1361787598593
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1361787599031
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1361787603640
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1361787837078
activated,view,org.eclipse.team.ui,3.5.0.I20090430-0408,"org.eclipse.team.ui.GenericHistoryView",1361787846765
opened,editor,org.eclipse.compare,3.5.0.I20090514-0808,"org.eclipse.compare.CompareEditor",1361787851312
activated,editor,org.eclipse.compare,3.5.0.I20090514-0808,"org.eclipse.compare.CompareEditor",1361787851421
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1361787851812
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1361787852265
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1361787900625
closed,editor,org.eclipse.compare,3.5.0.I20090514-0808,"org.eclipse.compare.CompareEditor",1361787900625
activated,view,org.eclipse.team.ui,3.5.0.I20090430-0408,"org.eclipse.team.ui.GenericHistoryView",1361787905109
opened,editor,org.eclipse.compare,3.5.0.I20090514-0808,"org.eclipse.compare.CompareEditor",1361787913781
activated,editor,org.eclipse.compare,3.5.0.I20090514-0808,"org.eclipse.compare.CompareEditor",1361787913906
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1361787914406
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1361787914859
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1361787927671
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1361787927843
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1361787927953
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1361787928093
