what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1361791887765
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1361791891328
activated,view,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.ui.ServersView",1361791891593
executed,command,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.run",1361791893296
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1361791897312
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1361791899062
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1361791903531
activated,view,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.ui.ServersView",1361791904687
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1361791906921
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1361791911890
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1361791911906
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1361791934093
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1361791939000
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1361791946671
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1361791953187
activated,view,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.ui.ServersView",1361791963468
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1361791968453
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.wordNext",1361791972156
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.wordNext",1361791972359
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.wordNext",1361791972531
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.wordNext",1361791972671
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.wordNext",1361791972843
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1361791976593
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1361791980125
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1361791980296
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1361791983015
